SURF LAMP SYSTEM INSIGHTS REPORT
Generated: 2025-10-01T20:00:14.945123
Analysis Period: 24 hours

Raw Data Summary:
- Web Service Logs: 50 entries
- Background Service Logs: 50 entries
- Service Status: healthy
- Recent Deployments: 5
- API Requests: 34
- Processing Avg Duration: 0.0s

--------------------------------------------------------------------------------

System Health Summary:
* Service healthy, no web or background errors in the last 24 hours.
* Web service running on a starter plan with 1 instance.

Performance Analysis:
* Limited performance data (cycle times, success rate, duration = 0).
* Low total Arduino requests (34).

Notable Patterns:
* Only two unique devices (2545, 4433) requesting data.
* Background processor found lamps in Hadera but *NOT* in Netanya.

Issues & Recommendations:
* CRITICAL: Processing performance metrics are zero. Investigate immediately!
* Lack of data limits comprehensive analysis. Enhance metric collection.
* Missing Netanya data requires attention. Check data sources and API integrations.

Optimization Opportunities:
* Consider upgrading the web service plan for better performance.
* Expand device usage and geographical coverage.

Trends & Predictions:
* Current data suggests a stable but underutilized system.
* Increased device adoption is needed for future growth.


--------------------------------------------------------------------------------

Technical Data Details:
{
  "timestamp": "2025-10-01T20:00:14.945123",
  "timeframe": "24 hours",
  "web_service_logs": [
    "LOG: 13:33:28 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 13:32:12 | 172.71.150.140 - - [01/Oct/2025:13:32:12 +0000] \"GET /api/arduino/2545/data HTTP/1.1\" 200 264 \"https://final-surf-lamp-web.onrender.com/dashboard\" \"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36\"",
    "LOG: 13:32:12 | INFO:app:\u2705 Returning surf data for Arduino 2545: wave=92cm",
    "LOG: 13:32:12 | INFO:app:\ud83d\udce5 Arduino 2545 requesting surf data (PULL mode)",
    "LOG: 13:20:27 | 172.71.151.99 - - [01/Oct/2025:13:20:27 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 265 \"-\" \"ESP32HTTPClient\"",
    "LOG: 13:20:27 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=127cm",
    "LOG: 13:20:27 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 13:19:12 | 172.71.150.165 - - [01/Oct/2025:13:19:12 +0000] \"GET /api/arduino/2545/data HTTP/1.1\" 200 265 \"https://final-surf-lamp-web.onrender.com/dashboard\" \"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36\"",
    "LOG: 13:19:12 | INFO:app:\u2705 Returning surf data for Arduino 2545: wave=127cm",
    "LOG: 13:19:12 | INFO:app:\ud83d\udce5 Arduino 2545 requesting surf data (PULL mode)",
    "LOG: 13:07:25 | 172.71.151.237 - - [01/Oct/2025:13:07:25 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 265 \"-\" \"ESP32HTTPClient\"",
