SURF LAMP SYSTEM INSIGHTS REPORT
Generated: 2025-11-21T20:00:16.611686
Analysis Period: 24 hours

Raw Data Summary:
- Web Service Logs: 50 entries
- Background Service Logs: 50 entries
- Service Status: healthy
- Recent Deployments: 5
- API Requests: 33
- Processing Avg Duration: 0.0s

--------------------------------------------------------------------------------

System Health Summary
*   Overall status: Healthy; no errors in web or background services.
*   Service runs on "starter" plan with single instance; check if plan is still adequate for current usage.

Performance Analysis
*   API Activity: 33 requests from a single device (Arduino 4433). Low device variety.
*   Processing Performance: Success rate is 100%, average duration at 0; verify these metrics are correctly tracked.

Notable Patterns
*   Single Arduino (4433) is responsible for all API requests, indicates other arduinos are offline or inactive.
*   Recent deployments: 5, high deployment volume indicates high development activity, which might introduce instability if not properly tested.

Issues & Recommendations
*   Critical issue: Over-reliance on a single Arduino device.
*   Investigate the availability of other Arduino devices (root cause: hardware issues, connectivity, power).
*   Consider implementing better monitoring and alerting for device availability.

Optimization Opportunities
*   Low device variety can be improved by onboarding more devices.
*   Review the "starter" plan, consider upgrading it to a more robust plan that offers increased performance and capacity for future scaling.

Trends & Predictions
*   If single-device dependence persists, a failure of that device impacts the whole system.
*   High deployment frequency may introduce new bugs in the future.


--------------------------------------------------------------------------------

Technical Data Details:
{
  "timestamp": "2025-11-21T20:00:16.611686",
  "timeframe": "24 hours",
  "web_service_logs": [
    "LOG: 14:26:56 | 162.158.254.133 - - [21/Nov/2025:14:26:56 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 266 \"-\" \"ESP32HTTPClient\"",
    "LOG: 14:26:56 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=23cm",
    "LOG: 14:26:56 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 14:13:54 | 162.158.254.132 - - [21/Nov/2025:14:13:54 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 266 \"-\" \"ESP32HTTPClient\"",
    "LOG: 14:13:54 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=23cm",
    "LOG: 14:13:54 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 14:00:52 | 172.71.146.138 - - [21/Nov/2025:14:00:52 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 266 \"-\" \"ESP32HTTPClient\"",
    "LOG: 14:00:52 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=23cm",
    "LOG: 14:00:52 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 13:47:51 | 172.71.147.155 - - [21/Nov/2025:13:47:51 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 266 \"-\" \"ESP32HTTPClient\"",
    "LOG: 13:47:51 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=27cm",
    "LOG: 13:47:51 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 13:34:49 | 172.71.146.206 - - [21/Nov/2025:13:34:49 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 266 \"-\" \"ESP32HTTPClient\"",
    "LOG: 13:34:49 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=27cm",
    "LOG: 13:34:49 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 13:21:48 | 172.71.146.56 - - [21/Nov/2025:13:21:48 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 266 \"-\" \"ESP32HTTPClient\"",
    "LOG: 13:21:48 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=27cm",
    "LOG: 13:21:48 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 13:08:47 | 162.158.254.133 - - [21/Nov/2025:13:08:47 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 266 \"-\" \"ESP32HTTPClient\"",
    "LOG: 13:08:46 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=27cm",
    "LOG: 13:08:46 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 12:55:44 | 162.158.254.132 - - [21/Nov/2025:12:55:44 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 266 \"-\" \"ESP32HTTPClient\"",
    "LOG: 12:55:44 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=27cm",
    "LOG: 12:55:44 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 12:42:43 | 172.71.147.236 - - [21/Nov/2025:12:42:43 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 266 \"-\" \"ESP32HTTPClient\"",
    "LOG: 12:42:43 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=25cm",
    "LOG: 12:42:42 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
